phone,start,end,rate
89946027051,2004-07-16 15:39:42.000000,2004-07-16 15:50:07.210702,
89576221549,2004-07-20 15:58:07.000000,2004-07-20 16:09:30.365518,
89576221549,2004-07-23 22:41:42.000000,2004-07-23 22:52:23.065977,3.0
89002278947,2004-07-27 14:16:23.000000,2004-07-27 14:30:26.209137,
89421639338,2004-07-28 16:09:31.000000,2004-07-28 16:20:39.894735,
89946027051,2004-08-02 02:21:50.000000,2004-08-02 02:33:01.877550,
89576221549,2004-08-11 10:35:56.000000,2004-08-11 10:46:30.458135,
89421639338,2004-08-21 04:00:42.000000,2004-08-21 04:12:52.874515,4.0
89576221549,2004-08-25 10:03:16.000000,2004-08-25 10:14:02.176063,2.0
89946027051,2004-08-26 19:18:28.000000,2004-08-26 19:27:58.085864,
89421639338,2004-08-29 08:25:16.000000,2004-08-29 08:37:43.983761,4.0
89576221549,2004-09-10 22:44:33.000000,2004-09-10 22:56:01.950984,
89946027051,2004-09-14 21:43:49.000000,2004-09-14 21:54:22.628867,
89946027051,2004-09-22 06:10:43.000000,2004-09-22 06:23:13.807327,3.0
89421639338,2004-09-28 00:19:56.000000,2004-09-28 00:31:19.840056,4.0
89946027051,2004-10-21 02:19:37.000000,2004-10-21 02:28:53.167860,
89421639338,2004-10-22 19:48:59.000000,2004-10-22 20:01:15.623555,2.0
89421639338,2004-11-06 06:52:07.000000,2004-11-06 07:05:41.982546,3.0
89946027051,2004-11-06 09:02:14.000000,2004-11-06 09:11:57.546233,
89946027051,2004-11-09 05:42:57.000000,2004-11-09 05:53:20.123659,
89421639338,2004-11-22 07:37:26.000000,2004-11-22 07:48:36.980353,4.0
89946027051,2004-11-29 10:49:33.000000,2004-11-29 10:59:35.897284,
89421639338,2004-11-29 12:00:54.000000,2004-11-29 12:14:15.192074,
89946027051,2004-12-16 11:10:13.000000,2004-12-16 11:21:06.787226,
89348144785,2004-12-23 06:21:55.000000,2004-12-23 06:31:41.425129,
89421639338,2004-12-28 23:37:53.000000,2004-12-28 23:50:30.791112,
89946027051,2005-01-02 00:21:43.000000,2005-01-02 00:30:19.144255,
89348144785,2005-01-21 15:42:43.000000,2005-01-21 15:54:18.077314,1.0
89348144785,2005-01-22 09:35:05.000000,2005-01-22 09:45:44.769923,
89348144785,2005-01-24 15:23:03.000000,2005-01-24 15:33:57.508067,4.0
89421639338,2005-01-25 07:19:22.000000,2005-01-25 07:32:01.337615,
89421639338,2005-02-17 23:08:05.000000,2005-02-17 23:20:25.749433,
89348144785,2005-02-18 09:24:17.000000,2005-02-18 09:36:28.713695,4.0
89421639338,2005-02-22 23:11:46.000000,2005-02-22 23:25:24.175257,
89421639338,2005-02-28 14:07:39.000000,2005-02-28 14:19:47.716910,
89348144785,2005-03-06 05:54:59.000000,2005-03-06 06:07:11.946095,3.0
89382844962,2005-03-14 12:27:17.000000,2005-03-14 12:36:30.250107,3.0
89382844962,2005-03-14 15:49:49.000000,2005-03-14 15:58:07.350843,2.0
89348144785,2005-03-15 11:29:49.000000,2005-03-15 11:40:52.724139,4.0
89421639338,2005-03-20 16:09:11.000000,2005-03-20 16:23:04.560307,
89382844962,2005-03-30 23:43:13.000000,2005-03-30 23:51:04.037798,
89421639338,2005-04-01 00:38:31.000000,2005-04-01 00:50:18.974331,
89421639338,2005-04-03 10:37:26.000000,2005-04-03 10:50:54.722823,
89348144785,2005-04-10 02:51:58.000000,2005-04-10 03:04:48.136189,
89382844962,2005-04-14 03:02:02.000000,2005-04-14 03:09:28.113930,
89382844962,2005-05-02 19:51:11.000000,2005-05-02 20:00:13.842521,
89418833023,2005-05-06 18:33:20.000000,2005-05-06 18:50:22.843121,2.0
89348144785,2005-05-09 00:23:25.000000,2005-05-09 00:33:28.941412,
89348144785,2005-05-13 08:20:16.000000,2005-05-13 08:31:31.412498,3.0
89348144785,2005-05-13 11:32:07.000000,2005-05-13 11:42:34.212710,
89418833023,2005-05-21 08:11:37.000000,2005-05-21 08:28:40.912437,
89973273341,2005-05-23 16:35:49.000000,2005-05-23 16:48:39.368484,
89382844962,2005-05-25 01:02:38.000000,2005-05-25 01:12:55.287116,
89645011365,2005-05-27 17:27:08.000000,2005-05-27 17:34:48.881400,5.0
89348144785,2005-05-28 20:23:51.000000,2005-05-28 20:34:29.291857,
89418833023,2005-06-05 13:36:39.000000,2005-06-05 13:54:45.157783,5.0
89382844962,2005-06-08 06:18:30.000000,2005-06-08 06:26:38.508409,3.0
89418833023,2005-06-10 14:08:57.000000,2005-06-10 14:25:33.937523,
89348144785,2005-06-11 20:50:45.000000,2005-06-11 21:01:01.043802,
89973273341,2005-06-13 01:02:20.000000,2005-06-13 01:14:36.693419,3.0
89645011365,2005-06-16 04:06:14.000000,2005-06-16 04:16:57.546764,3.0
89361980263,2005-06-27 01:21:26.000000,2005-06-27 01:37:54.022127,
89645011365,2005-06-27 18:26:13.000000,2005-06-27 18:34:50.635840,
89973273341,2005-06-29 08:28:04.000000,2005-06-29 08:43:12.363769,
89382844962,2005-07-02 16:03:37.000000,2005-07-02 16:14:31.002031,
89348144785,2005-07-10 04:38:33.000000,2005-07-10 04:49:22.137498,
89348144785,2005-07-16 11:01:08.000000,2005-07-16 11:11:58.680745,
89361980263,2005-07-18 10:20:34.000000,2005-07-18 10:38:21.042825,
89645011365,2005-07-22 14:03:42.000000,2005-07-22 14:12:41.913731,
89382844962,2005-07-25 01:35:35.000000,2005-07-25 01:45:18.577037,4.0
89361980263,2005-07-25 03:23:54.000000,2005-07-25 03:40:28.424522,3.0
89973273341,2005-07-26 20:46:34.000000,2005-07-26 21:00:13.472904,
89348144785,2005-07-28 02:52:11.000000,2005-07-28 03:02:55.593851,
89361980263,2005-08-07 22:46:21.000000,2005-08-07 23:03:20.643333,
89382844962,2005-08-10 19:06:15.000000,2005-08-10 19:16:21.456702,5.0
89361980263,2005-08-12 12:37:11.000000,2005-08-12 12:54:15.282364,
89382844962,2005-08-21 10:09:36.000000,2005-08-21 10:19:37.949215,
89348144785,2005-08-23 01:43:41.000000,2005-08-23 01:55:44.522410,2.0
89973273341,2005-08-23 12:09:49.000000,2005-08-23 12:22:33.316745,4.0
89973273341,2005-09-03 05:23:59.000000,2005-09-03 05:36:30.678417,
89382844962,2005-09-17 03:26:54.000000,2005-09-17 03:35:02.910537,
89973273341,2005-09-17 13:05:57.000000,2005-09-17 13:18:28.266554,
89380730272,2005-10-04 08:06:07.000000,2005-10-04 08:19:48.354469,3.0
89382844962,2005-10-10 10:14:55.000000,2005-10-10 10:23:19.789727,3.0
89973273341,2005-10-11 16:00:31.000000,2005-10-11 16:14:01.893594,3.0
89380730272,2005-10-26 15:00:09.000000,2005-10-26 15:12:41.929846,3.0
89380730272,2005-10-30 06:02:06.000000,2005-10-30 06:14:12.023402,3.0
89380730272,2005-10-31 02:45:18.000000,2005-10-31 02:58:53.831574,
89973273341,2005-10-31 07:14:13.000000,2005-10-31 07:27:44.996052,
89380730272,2005-11-01 23:04:52.000000,2005-11-01 23:20:12.932532,2.0
89380730272,2005-11-03 16:48:23.000000,2005-11-03 17:03:01.217527,
89382844962,2005-11-04 05:16:29.000000,2005-11-04 05:23:28.159985,
89973273341,2005-11-05 06:10:04.000000,2005-11-05 06:22:23.696250,
89382844962,2005-11-06 01:26:53.000000,2005-11-06 01:35:40.813396,
89973273341,2005-11-14 16:45:04.000000,2005-11-14 16:58:30.794272,
89380730272,2005-11-15 20:26:11.000000,2005-11-15 20:39:50.980574,
89991169766,2005-11-16 08:19:02.000000,2005-11-16 08:27:00.909000,
89380730272,2005-11-17 16:01:12.000000,2005-11-17 16:14:10.611394,5.0
89991169766,2005-11-18 05:11:37.000000,2005-11-18 05:20:37.908730,3.0
89380730272,2005-11-21 06:48:26.000000,2005-11-21 07:01:58.621787,
89382844962,2005-11-26 21:34:21.000000,2005-11-26 21:43:20.990376,2.0
89382844962,2005-11-27 12:33:14.000000,2005-11-27 12:43:58.131457,
89973273341,2005-12-07 12:44:33.000000,2005-12-07 12:58:22.873534,
89382844962,2005-12-12 07:20:26.000000,2005-12-12 07:28:55.017644,3.0
89380730272,2005-12-13 10:27:55.000000,2005-12-13 10:42:05.058286,
89991169766,2005-12-15 17:42:21.000000,2005-12-15 17:51:21.388094,
89973273341,2005-12-17 07:09:13.000000,2005-12-17 07:21:35.190661,
89380730272,2005-12-24 12:29:31.000000,2005-12-24 12:41:56.869555,5.0
89512461377,2005-12-29 13:47:18.000000,2005-12-29 13:52:35.160048,
89991169766,2006-01-01 21:21:21.000000,2006-01-01 21:29:30.215085,
89020905812,2006-01-02 04:17:37.000000,2006-01-02 04:23:56.507999,
89512461377,2006-01-08 11:45:50.000000,2006-01-08 11:51:47.931401,
89020905812,2006-01-12 05:39:40.000000,2006-01-12 05:46:24.631136,3.0
89645023379,2006-01-17 12:48:30.000000,2006-01-17 12:58:24.675074,
89380730272,2006-01-19 04:44:14.000000,2006-01-19 04:57:19.933066,
89020905812,2006-01-30 04:50:43.000000,2006-01-30 04:56:50.438096,4.0
89020905812,2006-02-02 11:03:57.000000,2006-02-02 11:10:40.111758,
89645023379,2006-02-04 08:16:42.000000,2006-02-04 08:25:17.976859,3.0
89512461377,2006-02-04 21:27:07.000000,2006-02-04 21:30:56.648599,
89512461377,2006-02-07 23:48:24.000000,2006-02-07 23:54:42.078705,
89380730272,2006-02-12 05:09:34.000000,2006-02-12 05:24:02.456188,
89512461377,2006-02-14 17:41:21.000000,2006-02-14 17:46:25.561880,2.0
89645023379,2006-02-19 13:15:07.000000,2006-02-19 13:26:26.357397,
89020905812,2006-02-19 16:57:41.000000,2006-02-19 17:04:04.183915,1.0
89919617883,2006-02-24 01:43:50.000000,2006-02-24 01:47:02.294272,2.0
89380730272,2006-03-04 05:03:01.000000,2006-03-04 05:15:44.402458,
89919617883,2006-03-05 07:28:35.000000,2006-03-05 07:31:45.314551,
89645023379,2006-03-10 09:41:20.000000,2006-03-10 09:50:06.168018,
89919617883,2006-03-12 16:53:07.000000,2006-03-12 16:57:26.070703,3.0
89380730272,2006-03-13 10:16:46.000000,2006-03-13 10:29:09.202548,
89512461377,2006-03-15 21:53:11.000000,2006-03-15 21:58:33.177351,
89020905812,2006-03-15 23:43:17.000000,2006-03-15 23:49:44.354165,
89512461377,2006-04-04 03:37:41.000000,2006-04-04 03:44:28.045174,5.0
89919617883,2006-04-04 03:58:00.000000,2006-04-04 04:02:20.271130,4.0
89572926357,2006-04-05 22:48:26.000000,2006-04-05 23:01:54.322325,
89645023379,2006-04-08 16:00:33.000000,2006-04-08 16:11:21.027343,
89380730272,2006-04-09 06:59:03.000000,2006-04-09 07:12:10.849696,
89380730272,2006-04-13 22:55:49.000000,2006-04-13 23:09:35.906223,
89919617883,2006-04-26 01:50:21.000000,2006-04-26 01:53:16.003559,5.0
89380730272,2006-04-26 12:07:11.000000,2006-04-26 12:20:22.879639,
89512461377,2006-04-27 20:43:49.000000,2006-04-27 20:47:53.980165,5.0
89595255780,2006-05-02 07:47:37.000000,2006-05-02 08:00:17.349590,3.0
89645023379,2006-05-07 05:29:59.000000,2006-05-07 05:40:35.361012,3.0
89380730272,2006-05-08 04:46:16.000000,2006-05-08 05:00:35.876950,
89595255780,2006-05-08 19:50:11.000000,2006-05-08 20:01:42.056031,
89919617883,2006-05-10 02:18:41.000000,2006-05-10 02:21:14.374264,
89512461377,2006-05-10 12:53:34.000000,2006-05-10 12:59:39.024501,4.0
89512461377,2006-05-10 20:56:24.000000,2006-05-10 21:00:57.713649,4.0
89512461377,2006-05-11 09:45:56.000000,2006-05-11 09:52:00.437988,
89595255780,2006-05-21 11:53:32.000000,2006-05-21 12:06:04.999741,5.0
89512461377,2006-05-27 07:02:34.000000,2006-05-27 07:07:07.242633,
89595255780,2006-05-31 18:26:16.000000,2006-05-31 18:36:46.162263,
89645023379,2006-06-03 11:47:12.000000,2006-06-03 11:56:36.347382,
89919617883,2006-06-05 21:26:34.000000,2006-06-05 21:30:02.630931,3.0
89645023379,2006-06-08 19:26:11.000000,2006-06-08 19:36:38.620468,3.0
89512461377,2006-06-08 22:54:58.000000,2006-06-08 23:01:11.941473,3.0
89246128904,2006-06-12 13:38:58.000000,2006-06-12 13:44:37.162355,
89595255780,2006-06-16 02:20:03.000000,2006-06-16 02:31:45.478942,
89512461377,2006-06-18 05:46:02.000000,2006-06-18 05:51:51.451131,4.0
89645023379,2006-06-21 15:05:41.000000,2006-06-21 15:16:13.742129,3.0
89246128904,2006-06-22 09:54:54.000000,2006-06-22 09:59:01.660564,5.0
89246128904,2006-07-01 19:46:10.000000,2006-07-01 19:53:33.904947,1.0
89919617883,2006-07-04 02:48:29.000000,2006-07-04 02:50:36.204241,5.0
89595255780,2006-07-04 06:00:09.000000,2006-07-04 06:12:46.112869,
89645023379,2006-07-11 05:33:41.000000,2006-07-11 05:44:14.293199,3.0
89246128904,2006-07-12 06:12:02.000000,2006-07-12 06:17:40.966607,5.0
89246128904,2006-07-16 08:30:13.000000,2006-07-16 08:34:45.104111,
